"FECHA_CORTE,""FECHA_EMISION"",""MES_FACTURACION"",""COD_EMPRESA"",""RAZON_SOCIAL"",""GRUPO"",""COD_SIS_ELECTR"",""COD_TARIFA"",""ATARIFA"",""USO"",""SUMINISTROS"",""PROMEDIO_CONSUMO"""
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR0227,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,9,193"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,33,618"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE1227,43,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,47"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR0227,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,175,10"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,536,120"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,13,2277"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,6,2223"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE3099,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,85"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0071,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,403,7"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0126,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,151"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0169,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,112"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0124,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,40"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0123,5,""1P1E-MT Presente en Punta                                                                                                                             "",Comercial,3,2411"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0118,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,7,386"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0230,2,""2P2E-MT                                                                                                                                               "",Industrial,1,5719"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0255,5,""1P1E-MT Presente en Punta                                                                                                                             "",Comercial,1,1410"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0131,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,174,54"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0131,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,65,104"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE2230,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,15"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0130,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,10,114"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0130,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,4,220"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0118,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,6,66"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0128,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,7,584"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0128,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,6,207"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0128,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,31,54"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0230,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,2403"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0230,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,19,82"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0012,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,21"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0071,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,156"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0230,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,30,55"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0255,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,75,119"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0257,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,1018"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0012,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,4,48"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE1122,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,291"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0011,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,17"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,43,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,83"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0012,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,5,346"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0071,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,5,120"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,84,2333"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,5,""1P1E-MT Presente en Punta                                                                                                                             "",Comercial,1,4362"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1660,439"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SR0011,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,2,166"
"20250306,""20220131"",""202201"",ELNM,HIDRANDINA S. A.,PUBLICAS,SE0122,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,7642,11"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0247,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,112,44"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0247,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,2,596"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0247,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,178"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0047,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,59,204"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0049,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,381,58"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0049,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,97,121"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,1,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,19,84"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,13,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,22,53"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,57"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,196,37151"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,3,5116"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,47,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,511"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,37,201"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,3,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,74,517"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE3044,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2,79"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,8,""1P2E-BT Presente en Punta                                                                                                                             "",Comercial,1,473"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,19,833"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,146"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,162,197"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,7,""2P2E-BT                                                                                                                                               "",Industrial,1,6"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,2,""2P2E-MT                                                                                                                                               "",Industrial,2,2405"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1191,69"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,1606"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,12,2063"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1045,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,11,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1045,45,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,269"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2045,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,10,217"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,5,337"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE3045,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,362,122"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0046,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,134,587"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0046,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,47,846"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1046,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,671,65"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1046,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,2,814"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2046,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,11,2706"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,13"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,3032"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,20"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0099,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,52,365"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE3099,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,51"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1199,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2551,4"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,3,130"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0106,6,""1P1E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,10,645"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE3099,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,9,206"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1199,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,1,2726"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0106,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,95,52"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,63,3"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR0098,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,9,44"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0100,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,5,7253"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE1227,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,16"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,26,122"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,13,219"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,21,Exceso de 1000 kW.h                                                                                                                                   ,Residencial,2,1077"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,1,521"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,12,140"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0100,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,1251"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0100,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,91,53"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,165"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE1099,6,""1P1E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,1,8"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,126"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,2,12"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1109,5,""1P1E-MT Presente en Punta                                                                                                                             "",Comercial,2,1965"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1109,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,112,54"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1099,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,174"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE3099,7,""2P2E-BT                                                                                                                                               "",Industrial,2,3534"
"20250306,""20220131"",""202201"",ELC ,ELECTRO CENTRO,PUBLICAS,SE0162,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,3,13"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0053,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,18,228"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,250,8"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,8,193"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,30,119"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,14,45"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,16,157"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,7,""2P2E-BT                                                                                                                                               "",Industrial,1,576"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,2,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,48,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,784"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,7,119"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,5,1655"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,7,""2P2E-BT                                                                                                                                               "",Industrial,2,205"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE3044,4,""1P2E-MT Presente en Fuera de Punta                                                                                                                    "",Industrial,5,705"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2044,48,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,1,794"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0044,23,""1P-BT Pension Fija                                                                                                                                    "",Comercial,20,0"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,28,""2E-BT MD hasta 20 kW                                                                                                                                  "",Comercial,5,282"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SR0040,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,3,561"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,465,9"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1043,31,""1E-BT Iluminacion Especial                                                                                                                            "",Alumbrado Publico,1,358"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,663,427"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0051,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,1,368"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0043,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,753,123"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2045,45,De 151 a 300 kW.h                                                                                                                                     ,Residencial,4,251"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,178,62"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,26,197"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0246,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,42,123"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE1046,5,""1P1E-MT Presente en Punta                                                                                                                             "",Comercial,5,613"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0046,2,""2P2E-MT                                                                                                                                               "",Industrial,2,3451"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0046,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,8"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE2046,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,173,701"
"20250306,""20220131"",""202201"",ELDU,ELECTRO DUNAS S.A.A,PRIVADAS,SE0046,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,838,123"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0094,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,258"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE1099,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1,0"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE2099,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,1,85"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0099,20,De 751 a 1000 kW.h                                                                                                                                    ,Residencial,6,836"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,2,114"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0227,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,1,158"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1099,18,De 301 a 500 kW.h                                                                                                                                     ,Residencial,3,359"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1099,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,1,169"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1099,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,2,44"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,101"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0099,3,""1P2E-MT Presente en Punta                                                                                                                             "",Comercial,1,1626"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0106,22,""1E-BT No Residencial                                                                                                                                  "",Comercial,9,48"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0098,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,119,7"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0099,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,4,47"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,19,De 501 a 750 kW.h                                                                                                                                     ,Residencial,12,607"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SR1100,14,De 1 a 30 kW.h                                                                                                                                        ,Residencial,1162,6"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE2099,15,De 31 a 100 kW.h                                                                                                                                      ,Residencial,367,50"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE2099,17,De 151 a 300 kW.h                                                                                                                                     ,Residencial,17,194"
"20250306,""20220131"",""202201"",ELN ,ELECTRO NORTE S.A.,PUBLICAS,SE0100,16,De 101 a 150 kW.h                                                                                                                                     ,Residencial,1,116"
